ego_id,alter_id,zij
80001,130700,0
80001,140101,0
80001,140102,0
80001,140105,0
80001,140200,0
80001,140300,0
80001,140400,0
80001,140500,0
80001,140600,0
80001,140700,0
80001,140800,0
80001,140900,0
80001,141000,0
80001,141100,0
80001,141200,0
80001,141301,0
80001,141302,0
80001,141401,0
80001,141402,0
80001,141403,0
80001,141501,0
80001,141502,0
80001,141600,0
80001,141700,0
80001,141801,0
80001,141802,0
80001,141803,0
80001,141900,0
80001,142002,0
80001,142004,0
80001,142005,0
80001,142101,0
80001,142102,0
80001,142103,0
80001,142104,0
80001,142200,0
80001,142300,0
80001,142400,0
80001,142500,0
80001,142600,0
80001,142700,0
80001,142800,0
80001,142900,0
80001,143000,0
80001,143100,0
80001,143201,0
80001,143202,0
80001,150101,0
80001,150102,0
80001,150103,0
80001,150200,0
80001,160100,0
80001,160200,0
80001,160300,0
80001,160400,0
80001,170100,0
80001,170600,0
80001,170700,0
80001,170900,0
80001,171001,0
80001,171100,0
80001,180101,0
80001,180102,0
80001,180201,0
80001,180202,0
80001,180203,0
80001,180300,0
80001,180400,0
80001,190100,0
80001,190200,0
80001,190301,0
80001,190302,0
80001,190303,0
80001,190304,0
80001,190305,0
80001,190306,0
90001,10100,7
90001,20100,289
90001,30001,0
90001,40001,2
90001,50001,7
90001,70000,10
90001,80001,0
90001,90001,474
90001,110101,5445
90001,130100,0
90001,130200,0
90001,130300,0
90001,130500,0
90001,130600,0
90001,130700,0
90001,140101,0
90001,140102,0
90001,140105,0
90001,140200,0
90001,140300,0
90001,140400,0
90001,140500,0
90001,140600,0
90001,140700,0
90001,140800,0
90001,140900,0
90001,141000,0
90001,141100,0
90001,141200,0
90001,141301,0
90001,141302,0
90001,141401,0
90001,141402,0
90001,141403,0
90001,141501,0
90001,141502,0
90001,141600,0
90001,141700,0
90001,141801,0
90001,141802,0
90001,141803,0
90001,141900,0
90001,142002,0
90001,142004,0
90001,142005,0
90001,142101,0
90001,142102,0
90001,142103,0
90001,142104,0
90001,142200,0
90001,142300,0
90001,142400,0
90001,142500,0
90001,142600,0
90001,142700,0
90001,142800,0
90001,142900,0
90001,143000,0
90001,143100,0
90001,143201,0
90001,143202,0
90001,150101,0
90001,150102,0
90001,150103,0
90001,150200,0
90001,160100,0
90001,160200,0
90001,160300,0
90001,160400,0
90001,170100,0
90001,170600,0
90001,170700,0
90001,170900,0
90001,171001,0
90001,171100,0
90001,180101,0
90001,180102,0
90001,180201,0
90001,180202,0
90001,180203,0
90001,180300,0
90001,180400,0
90001,190100,0
90001,190200,0
90001,190301,0
90001,190302,0
90001,190303,0
90001,190304,0
90001,190305,0
90001,190306,0
110101,10100,997
110101,20100,1273
110101,30001,335
110101,40001,290
110101,50001,206
110101,70000,70
110101,80001,2293
110101,90001,101
110101,110101,594
110101,130100,84
110101,130200,14
110101,130300,2
110101,130500,14
110101,130600,12
110101,130700,21
110101,140101,66
110101,140102,74
110101,140105,80
110101,140200,2
110101,140300,47
110101,140400,27
110101,140500,27
110101,140600,68
110101,140700,1
110101,140800,36
110101,140900,63
110101,141000,12
110101,141100,26
110101,141200,17
110101,141301,44
110101,141302,36
110101,141401,33
110101,141402,67
110101,141403,29
110101,141501,27
110101,141502,54
110101,141600,10
110101,141700,78
110101,141801,86
110101,141802,51
110101,141803,18
110101,141900,44
110101,142002,35
110101,142004,12
110101,142005,72
110101,142101,83
110101,142102,3
110101,142103,13
110101,142104,13
110101,142200,116
110101,142300,18
110101,142400,1
110101,142500,35
110101,142600,4
110101,142700,19
110101,142800,13
110101,142900,15
110101,143000,2
110101,143100,12
110101,143201,38
110101,143202,54
110101,150101,70
110101,150102,3
110101,150103,1
110101,150200,12
110101,160100,178
110101,160200,11
110101,160300,30
110101,160400,1
110101,170100,17
110101,170600,11
110101,170700,11
110101,170900,0
110101,171001,25
110101,171100,99
110101,180101,12
110101,180102,13
110101,180201,14
110101,180202,12
110101,180203,2
110101,180300,39
110101,180400,187
110101,190100,3
110101,190200,19
110101,190301,2
110101,190302,3
110101,190303,3
110101,190304,21
110101,190305,1
110101,190306,12
130100,10100,0
130100,20100,0
130100,30001,0
130100,40001,0
130100,50001,0
130100,70000,0
130100,80001,0
130100,90001,0
130100,110101,0
130100,130100,310
130100,130200,0
130100,130300,0
130100,130500,0
130100,130600,0
130100,130700,0
130100,140101,0
130100,140102,0
130100,140105,0
130100,140200,0
130100,140300,0
130100,140400,0
130100,140500,0
130100,140600,0
130100,140700,0
130100,140800,0
130100,140900,0
130100,141000,0
130100,141100,0
130100,141200,0
130100,141301,0
130100,141302,0
130100,141401,0
130100,141402,0
130100,141403,0
130100,141501,0
130100,141502,0
130100,141600,0
130100,141700,0
130100,141801,0
130100,141802,0
130100,141803,0
130100,141900,0
130100,142002,0
130100,142004,0
130100,142005,0
130100,142101,0
130100,142102,0
130100,142103,0
130100,142104,0
130100,142200,0
130100,142300,0
130100,142400,0
130100,142500,0
130100,142600,0
130100,142700,0
130100,142800,0
130100,142900,0
130100,143000,0
130100,143100,0
130100,143201,0
130100,143202,0
130100,150101,0
130100,150102,0
130100,150103,0
130100,150200,0
130100,160100,0
130100,160200,0
130100,160300,0
130100,160400,0
130100,170100,0
130100,170600,0
130100,170700,0
130100,170900,0
130100,171001,0
130100,171100,0
130100,180101,0
130100,180102,0
130100,180201,0
130100,180202,0
130100,180203,0
130100,180300,0
130100,180400,0
130100,190100,0
130100,190200,0
130100,190301,0
130100,190302,0
130100,190303,0
130100,190304,0
130100,190305,0
130100,190306,0
130200,10100,0
130200,20100,0
130200,30001,0
130200,40001,0
130200,50001,0
130200,70000,0
130200,80001,0
130200,90001,0
130200,110101,0
130200,130100,0
130200,130200,8
130200,130300,0
130200,130500,0
130200,130600,0
130200,130700,0
130200,140101,0
130200,140102,0
130200,140105,0
130200,140200,0
130200,140300,0
130200,140400,0
130200,140500,0
130200,140600,0
130200,140700,0
130200,140800,0
130200,140900,0
130200,141000,0
130200,141100,0
130200,141200,0
130200,141301,0
130200,141302,0
130200,141401,0
130200,141402,0
130200,141403,0
130200,141501,0
130200,141502,0
130200,141600,0
130200,141700,0
130200,141801,0
130200,141802,0
130200,141803,0
130200,141900,0
130200,142002,0
130200,142004,0
130200,142005,0
130200,142101,0
130200,142102,0
130200,142103,0
130200,142104,0
130200,142200,0
130200,142300,0
130200,142400,0
130200,142500,0
130200,142600,0
130200,142700,0
130200,142800,0
130200,142900,0
130200,143000,0
130200,143100,0
130200,143201,0
130200,143202,0
130200,150101,0
130200,150102,0
130200,150103,0
130200,150200,0
130200,160100,0
130200,160200,0
130200,160300,0
130200,160400,0
130200,170100,0
130200,170600,0
130200,170700,0
130200,170900,0
130200,171001,0
130200,171100,0
130200,180101,0
130200,180102,0
130200,180201,0
130200,180202,0
130200,180203,0
130200,180300,0
130200,180400,0
130200,190100,0
130200,190200,0
130200,190301,0
130200,190302,0
130200,190303,0
130200,190304,0
130200,190305,0
130200,190306,0
130300,10100,0
130300,20100,0
130300,30001,0
130300,40001,0
130300,50001,0
130300,70000,0
130300,80001,0
130300,90001,0
130300,110101,0
130300,130100,0
130300,130200,0
130300,130300,30
130300,130500,0
130300,130600,0
130300,130700,0
130300,140101,0
130300,140102,0
130300,140105,0
130300,140200,0
130300,140300,0
130300,140400,0
130300,140500,0
130300,140600,0
130300,140700,0
130300,140800,0
130300,140900,0
130300,141000,0
130300,141100,0
130300,141200,0
130300,141301,0
130300,141302,0
130300,141401,0
130300,141402,0
130300,141403,0
130300,141501,0
130300,141502,0
130300,141600,0
130300,141700,0
130300,141801,0
130300,141802,0
130300,141803,0
130300,141900,0
130300,142002,0
130300,142004,0
130300,142005,0
130300,142101,0
130300,142102,0
130300,142103,0
130300,142104,0
130300,142200,0
130300,142300,0
130300,142400,0
130300,142500,0
130300,142600,0
130300,142700,0
130300,142800,0
130300,142900,0
130300,143000,0
130300,143100,0
130300,143201,0
130300,143202,0
130300,150101,0
130300,150102,0
130300,150103,0
130300,150200,0
130300,160100,0
130300,160200,0
130300,160300,0
130300,160400,0
130300,170100,0
130300,170600,0
130300,170700,0
130300,170900,0
130300,171001,0
130300,171100,0
130300,180101,0
130300,180102,0
130300,180201,0
130300,180202,0
130300,180203,0
130300,180300,0
130300,180400,0
130300,190100,0
130300,190200,0
130300,190301,0
130300,190302,0
130300,190303,0
130300,190304,0
130300,190305,0
130300,190306,0
130500,10100,0
130500,20100,0
130500,30001,0
130500,40001,0
130500,50001,0
130500,70000,0
130500,80001,0
130500,90001,0
130500,110101,0
130500,130100,0
130500,130200,0
130500,130300,0
130500,130500,11
130500,130600,0
130500,130700,0
130500,140101,0
130500,140102,0
130500,140105,0
130500,140200,0
130500,140300,0
130500,140400,0
130500,140500,0
130500,140600,0
130500,140700,0
130500,140800,0
130500,140900,0
130500,141000,0
130500,141100,0
130500,141200,0
130500,141301,0
130500,141302,0
130500,141401,0
130500,141402,0
130500,141403,0
130500,141501,0
130500,141502,0
130500,141600,0
130500,141700,0
130500,141801,0
130500,141802,0
130500,141803,0
130500,141900,0
130500,142002,0
130500,142004,0
130500,142005,0
130500,142101,0
130500,142102,0
130500,142103,0
130500,142104,0
130500,142200,0
130500,142300,0
130500,142400,0
130500,142500,0
130500,142600,0
130500,142700,0
130500,142800,0
130500,142900,0
130500,143000,0
130500,143100,0
130500,143201,0
130500,143202,0
130500,150101,0
130500,150102,0
130500,150103,0
130500,150200,0
130500,160100,0
130500,160200,0
130500,160300,0
130500,160400,0
130500,170100,0
130500,170600,0
130500,170700,0
130500,170900,0
130500,171001,0
130500,171100,0
130500,180101,0
130500,180102,0
130500,180201,0
130500,180202,0
130500,180203,0
130500,180300,0
130500,180400,0
130500,190100,0
130500,190200,0
130500,190301,0
130500,190302,0
130500,190303,0
130500,190304,0
130500,190305,0
130500,190306,0
130600,10100,0
130600,20100,0
130600,30001,0
130600,40001,0
130600,50001,0
130600,70000,0
130600,80001,0
130600,90001,0
130600,110101,0
130600,130100,0
130600,130200,0
130600,130300,0
130600,130500,0
130600,130600,3
130600,130700,0
130600,140101,0
130600,140102,0
130600,140105,0
130600,140200,0
130600,140300,0
130600,140400,0
130600,140500,0
130600,140600,0
130600,140700,0
130600,140800,0
130600,140900,0
130600,141000,0
130600,141100,0
130600,141200,0
130600,141301,0
130600,141302,0
130600,141401,0
130600,141402,0
130600,141403,0
130600,141501,0
130600,141502,0
130600,141600,0
130600,141700,0
130600,141801,0
130600,141802,0
130600,141803,0
130600,141900,0
130600,142002,0
130600,142004,0
130600,142005,0
130600,142101,0
130600,142102,0
130600,142103,0
130600,142104,0
130600,142200,0
130600,142300,0
130600,142400,0
130600,142500,0
130600,142600,0
130600,142700,0
130600,142800,0
130600,142900,0
130600,143000,0
130600,143100,0
130600,143201,0
130600,143202,0
130600,150101,0
130600,150102,0
130600,150103,0
130600,150200,0
130600,160100,0
130600,160200,0
130600,160300,0
130600,160400,0
130600,170100,0
130600,170600,0
130600,170700,0
130600,170900,0
130600,171001,0
130600,171100,0
130600,180101,0
130600,180102,0
130600,180201,0
130600,180202,0
130600,180203,0
130600,180300,0
130600,180400,0
130600,190100,0
130600,190200,0
130600,190301,0
130600,190302,0
130600,190303,0
130600,190304,0
130600,190305,0
130600,190306,0
130700,10100,0
130700,20100,0
130700,30001,0
130700,40001,0
130700,50001,0
130700,70000,0
130700,80001,0
130700,90001,0
130700,110101,0
130700,130100,0
130700,130200,0
130700,130300,0
130700,130500,0
130700,130600,0
130700,130700,0
130700,140101,0
130700,140102,0
130700,140105,0
130700,140200,0
130700,140300,0
130700,140400,0
130700,140500,0
130700,140600,0
130700,140700,0
130700,140800,0
130700,140900,0
130700,141000,0
130700,141100,0
130700,141200,0
130700,141301,0
130700,141302,0
130700,141401,0
130700,141402,0
130700,141403,0
130700,141501,0
130700,141502,0
130700,141600,0
130700,141700,0
130700,141801,0
130700,141802,0
130700,141803,0
130700,141900,0
130700,142002,0
130700,142004,0
130700,142005,0
130700,142101,0
130700,142102,0
130700,142103,0
130700,142104,0
130700,142200,0
130700,142300,0
130700,142400,0
130700,142500,0
130700,142600,0
130700,142700,0
130700,142800,0
130700,142900,0
130700,143000,0
130700,143100,0
130700,143201,0
130700,143202,0
130700,150101,0
130700,150102,0
130700,150103,0
130700,150200,0
130700,160100,0
130700,160200,0
130700,160300,0
130700,160400,0
130700,170100,0
130700,170600,0
130700,170700,0
130700,170900,0
130700,171001,0
130700,171100,0
130700,180101,0
130700,180102,0
130700,180201,0
130700,180202,0
130700,180203,0
130700,180300,0
130700,180400,0
130700,190100,0
130700,190200,0
130700,190301,0
130700,190302,0
130700,190303,0
130700,190304,0
130700,190305,0
130700,190306,0
140101,10100,8
140101,20100,0
140101,30001,0
140101,40001,11
140101,50001,0
140101,70000,0
140101,80001,0
140101,90001,0
140101,110101,0
140101,130100,0
140101,130200,0
140101,130300,0
140101,130500,0
140101,130600,0
140101,130700,0
140101,140101,1083
140101,140102,9485
140101,140105,0
140101,140200,0
140101,140300,0
140101,140400,0
140101,140500,0
140101,140600,0
140101,140700,0
140101,140800,132
140101,140900,25
140101,141000,0
140101,141100,0
140101,141200,0
140101,141301,2
140101,141302,362
140101,141401,0
140101,141402,0
140101,141403,0
140101,141501,3
140101,141502,5
140101,141600,0
140101,141700,0
140101,141801,2
140101,141802,3
140101,141803,3
140101,141900,0
140101,142002,0
140101,142004,0
140101,142005,0
140101,142101,0
140101,142102,0
140101,142103,0
140101,142104,0
140101,142200,0
140101,142300,0
140101,142400,0
140101,142500,0
140101,142600,0
140101,142700,33
140101,142800,0
140101,142900,87
140101,143000,0
140101,143100,0
140101,143201,0
140101,143202,0
140101,150101,0
140101,150102,0
140101,150103,0
140101,150200,0
140101,160100,0
140101,160200,0
140101,160300,0
140101,160400,0
140101,170100,0
140101,170600,0
140101,170700,0
140101,170900,0
140101,171001,0
140101,171100,0
140101,180101,0
140101,180102,0
140101,180201,0
140101,180202,0
140101,180203,0
140101,180300,0
140101,180400,0
140101,190100,0
140101,190200,0
140101,190301,0
140101,190302,0
140101,190303,0
140101,190304,0
140101,190305,0
140101,190306,0
140102,10100,0
140102,20100,0
140102,30001,0
140102,40001,1
140102,50001,0
140102,70000,0
140102,80001,0
140102,90001,0
140102,110101,0
140102,130100,0
140102,130200,0
140102,130300,0
140102,130500,0
140102,130600,0
140102,130700,0
140102,140101,54
140102,140102,184
140102,140105,0
140102,140200,0
140102,140300,0
140102,140400,0
140102,140500,0
140102,140600,0
140102,140700,0
140102,140800,46
140102,140900,8
140102,141000,0
140102,141100,0
140102,141200,0
140102,141301,1
140102,141302,125
140102,141401,0
140102,141402,0
140102,141403,0
140102,141501,0
140102,141502,0
140102,141600,0
140102,141700,0
140102,141801,0
140102,141802,0
140102,141803,0
140102,141900,0
140102,142002,0
140102,142004,0
140102,142005,0
140102,142101,0
140102,142102,0
140102,142103,0
140102,142104,0
140102,142200,0
140102,142300,0
140102,142400,0
140102,142500,0
140102,142600,0
140102,142700,0
140102,142800,0
140102,142900,0
140102,143000,0
140102,143100,0
140102,143201,0
140102,143202,0
140102,150101,0
140102,150102,0
140102,150103,0
140102,150200,0
140102,160100,0
140102,160200,0
140102,160300,0
140102,160400,0
140102,170100,0
140102,170600,0
140102,170700,0
140102,170900,0
140102,171001,0
140102,171100,0
140102,180101,0
140102,180102,0
140102,180201,0
140102,180202,0
140102,180203,0
140102,180300,0
140102,180400,0
140102,190100,0
140102,190200,0
140102,190301,0
140102,190302,0
140102,190303,0
140102,190304,0
140102,190305,0
140102,190306,0
140105,10100,0
140105,20100,0
140105,30001,126
140105,40001,0
140105,50001,0
140105,70000,0
140105,80001,0
140105,90001,0
140105,110101,0
140105,130100,0
140105,130200,0
140105,130300,0
140105,130500,0
140105,130600,0
140105,130700,0
140105,140101,37
140105,140102,330
140105,140105,3086
140105,140200,0
140105,140300,0
140105,140400,0
140105,140500,0
140105,140600,0
140105,140700,0
140105,140800,132
140105,140900,2
140105,141000,0
140105,141100,0
140105,141200,0
140105,141301,2
140105,141302,233
140105,141401,0
140105,141402,0
140105,141403,0
140105,141501,0
140105,141502,0
140105,141600,0
140105,141700,0
140105,141801,75
140105,141802,14
140105,141803,24
140105,141900,0
140105,142002,0
140105,142004,0
140105,142005,0
140105,142101,0
140105,142102,0
140105,142103,0
140105,142104,0
140105,142200,0
140105,142300,0
140105,142400,0
140105,142500,0
140105,142600,0
140105,142700,0
140105,142800,0
140105,142900,0
140105,143000,0
140105,143100,0
140105,143201,0
140105,143202,0
140105,150101,0
140105,150102,0
140105,150103,0
140105,150200,0
140105,160100,0
140105,160200,0
140105,160300,0
140105,160400,0
140105,170100,0
140105,170600,0
140105,170700,0
140105,170900,0
140105,171001,0
140105,171100,0
140105,180101,0
140105,180102,0
140105,180201,0
140105,180202,0
140105,180203,0
140105,180300,0
140105,180400,0
140105,190100,0
140105,190200,0
140105,190301,0
140105,190302,0
140105,190303,0
140105,190304,0
140105,190305,0
140105,190306,0
140200,10100,0
140200,20100,0
140200,30001,0
140200,40001,0
140200,50001,0
140200,70000,0
140200,80001,0
140200,90001,0
140200,110101,0
140200,130100,0
140200,130200,0
140200,130300,0
140200,130500,0
140200,130600,0
140200,130700,0
140200,140101,0
140200,140102,0
140200,140105,0
140200,140200,36
140200,140300,7
140200,140400,5
140200,140500,2
140200,140600,20
140200,140700,0
140200,140800,0
140200,140900,0
140200,141000,0
140200,141100,0
140200,141200,0
140200,141301,0
140200,141302,0
140200,141401,0
140200,141402,0
140200,141403,0
140200,141501,0
140200,141502,0
140200,141600,0
140200,141700,0
140200,141801,8
140200,141802,4
140200,141803,2
140200,141900,0
140200,142002,0
140200,142004,0
140200,142005,0
140200,142101,0
140200,142102,0
140200,142103,0
140200,142104,0
140200,142200,0
140200,142300,0
140200,142400,0
140200,142500,0
140200,142600,0
140200,142700,0
140200,142800,0
140200,142900,0
140200,143000,0
140200,143100,0
140200,143201,0
140200,143202,0
140200,150101,0
140200,150102,0
140200,150103,0
140200,150200,0
140200,160100,0
140200,160200,0
140200,160300,0
140200,160400,0
140200,170100,0
140200,170600,0
140200,170700,0
140200,170900,0
140200,171001,0
140200,171100,0
140200,180101,0
140200,180102,0
140200,180201,0
140200,180202,0
140200,180203,0
140200,180300,0
140200,180400,0
140200,190100,0
140200,190200,0
140200,190301,0
140200,190302,0
140200,190303,0
140200,190304,0
140200,190305,0
140200,190306,0
140300,10100,0
140300,20100,0
140300,30001,0
140300,40001,0
140300,50001,0
140300,70000,0
140300,80001,0
140300,90001,0
140300,110101,0
140300,130100,0
140300,130200,0
140300,130300,0
140300,130500,0
140300,130600,0
140300,130700,0
140300,140101,0
140300,140102,0
140300,140105,0
140300,140200,0
140300,140300,3055
140300,140400,42
140300,140500,0
140300,140600,11
140300,140700,0
140300,140800,0
140300,140900,0
140300,141000,0
140300,141100,0
140300,141200,0
